model_id,snr_db,metric,n,mean,std,ci95_low,ci95_high,seed_2022,seed_2023,seed_2024,seed_2025,seed_2026
M0,-4,accuracy,5,0.6947272727272727,0.005006194509912116,0.6885112612363096,0.7009432842182359,0.6954545454545454,0.6918181818181818,0.7031818181818181,0.6913636363636364,0.6918181818181818
M0,-4,macro_f1,5,0.6802384800279613,0.004802370736996923,0.674275549177805,0.6862014108781176,0.6767300779138682,0.6809056398896495,0.6882893641092865,0.6768886246769543,0.6783786935500477
M0,-4,balanced_accuracy,5,0.6947272727272727,0.005006194509912131,0.6885112612363096,0.7009432842182359,0.6954545454545454,0.6918181818181819,0.7031818181818182,0.6913636363636364,0.6918181818181819
M0,-4,prediction_concentration,5,0.1409090909090909,0.011633167174608846,0.1264646060432933,0.1553535757748885,0.16045454545454546,0.1340909090909091,0.135,0.13227272727272726,0.14272727272727273
M0,-4,normalized_prediction_entropy,5,0.9781748904657992,0.008145580239041095,0.9680608167385019,0.9882889641930965,0.9643304419584924,0.985887006729057,0.9801284486495149,0.9811886562312068,0.9793398987607249
M0,-4,gini,5,0.17626446280991737,0.028577742820969598,0.14078050839919334,0.2117484172206414,0.22388429752066116,0.1475206611570248,0.17206611570247937,0.1640495867768595,0.17380165289256197
M0,-4,hhi,5,0.10018082644628098,0.003472150371893571,0.09586958233315093,0.10449207055941104,0.10610702479338843,0.09703429752066114,0.09922561983471075,0.09870909090909091,0.09982809917355372
M0,-4,dominant_predicted_class_ratio,5,0.1409090909090909,0.011633167174608846,0.1264646060432933,0.1553535757748885,0.16045454545454546,0.1340909090909091,0.135,0.13227272727272726,0.14272727272727273
M0,-2,accuracy,5,0.8057272727272726,0.008134966868427495,0.7956263772401658,0.8158281682143794,0.7931818181818182,0.8068181818181818,0.8054545454545454,0.8072727272727273,0.8159090909090909
M0,-2,macro_f1,5,0.7947448772117904,0.009287610532138136,0.7832127855846964,0.8062769688388844,0.7816753786048413,0.8029594964344006,0.7897059581048468,0.7956660625631123,0.8037174903517513
M0,-2,balanced_accuracy,5,0.8057272727272726,0.008134966868427447,0.7956263772401658,0.8158281682143794,0.7931818181818183,0.8068181818181818,0.8054545454545454,0.8072727272727271,0.8159090909090909
M0,-2,prediction_concentration,5,0.13536363636363635,0.01565181583213191,0.11592934013836247,0.15479793258891023,0.14,0.10772727272727273,0.14636363636363636,0.14045454545454544,0.14227272727272727
M0,-2,normalized_prediction_entropy,5,0.9852409836982219,0.006894495977391133,0.9766803362573346,0.9938016311391091,0.9824476126152136,0.996444192886868,0.977776404322485,0.9853405338100066,0.9841961748565358
M0,-2,gini,5,0.12342148760330578,0.033655983475259,0.08163206459793587,0.16521091060867568,0.14578512396694215,0.06768595041322313,0.1537190082644628,0.1258677685950413,0.12404958677685952
M0,-2,hhi,5,0.09678181818181816,0.002664111518251732,0.09347388682240501,0.10008974954123132,0.09800495867768595,0.09239545454545456,0.0995198347107438,0.09681198347107436,0.09717685950413224
M0,-2,dominant_predicted_class_ratio,5,0.13536363636363635,0.01565181583213191,0.11592934013836247,0.15479793258891023,0.14,0.10772727272727273,0.14636363636363636,0.14045454545454544,0.14227272727272727
M0,0,accuracy,5,0.8752727272727272,0.008310851215963599,0.8649534425234372,0.8855920120220172,0.8777272727272727,0.8759090909090909,0.860909090909091,0.8809090909090909,0.8809090909090909
M0,0,macro_f1,5,0.8683131029698566,0.009504035527878743,0.8565122842172401,0.8801139217224732,0.8715904441979698,0.8726740938710915,0.8513813711555067,0.8738764207831925,0.8720431848415228
M0,0,balanced_accuracy,5,0.8752727272727272,0.008310851215963599,0.8649534425234372,0.8855920120220172,0.8777272727272727,0.8759090909090909,0.860909090909091,0.8809090909090909,0.8809090909090909
M0,0,prediction_concentration,5,0.1441818181818182,0.008810446466675156,0.13324220399604608,0.1551214323675903,0.14136363636363636,0.13,0.15136363636363637,0.1481818181818182,0.15
M0,0,normalized_prediction_entropy,5,0.9861553046353679,0.004527911518670156,0.9805331599155831,0.9917774493551528,0.9873885269543754,0.9932085716607242,0.9819149843786051,0.9856442485043141,0.9826201916788209
M0,0,gini,5,0.11231404958677685,0.020269342704468663,0.08714633648338399,0.1374817626901697,0.10909090909090909,0.08181818181818182,0.136198347107438,0.11074380165289256,0.1237190082644628
M0,0,hhi,5,0.09665099173553718,0.0018003314823903632,0.09441558494902025,0.09888639852205411,0.0961293388429752,0.09383677685950415,0.09838099173553719,0.09695867768595041,0.09794917355371902
M0,0,dominant_predicted_class_ratio,5,0.1441818181818182,0.008810446466675156,0.13324220399604608,0.1551214323675903,0.14136363636363636,0.13,0.15136363636363637,0.1481818181818182,0.15
M0,2,accuracy,5,0.8955454545454545,0.0027536602237929206,0.8921263337822851,0.898964575308624,0.8927272727272727,0.9,0.8959090909090909,0.894090909090909,0.895
M0,2,macro_f1,5,0.8873176809196961,0.004161301112940131,0.8821507431420731,0.8924846186973191,0.883735662071717,0.893836557614626,0.8889372250310307,0.8843554576865448,0.8857235021945621
M0,2,balanced_accuracy,5,0.8955454545454545,0.0027536602237929098,0.8921263337822851,0.898964575308624,0.8927272727272727,0.9,0.895909090909091,0.8940909090909092,0.895
M0,2,prediction_concentration,5,0.14890909090909094,0.003558832569284244,0.14449021663217568,0.1533279651860062,0.14954545454545454,0.14363636363636365,0.14863636363636365,0.14909090909090908,0.15363636363636363
M0,2,normalized_prediction_entropy,5,0.9829709697572355,0.0022914383600378123,0.9801257732414735,0.9858161662729975,0.9825837926185693,0.986458643525599,0.9837194413542152,0.9816471089217111,0.9804458623660828
M0,2,gini,5,0.11748760330578514,0.007878725268972354,0.10770487378756391,0.12727033282400638,0.11603305785123967,0.10520661157024795,0.11743801652892566,0.12479338842975206,0.1239669421487603
M0,2,hhi,5,0.09775735537190082,0.0008363322663407685,0.09671891170624933,0.09879579903755231,0.0978892561983471,0.09647272727272728,0.09755247933884298,0.09814752066115703,0.09872479338842974
